Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
A0A1C3HPS8	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;
A0A1C3HPT3	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;
A0A1C3HPT4	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;
A0A1C3HPS2	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;
A0A1C3HPP6	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;
A0A1C3HPT2	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;
A0A1C3HPR0	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;
A0A1C3HPT5	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;
A0A1C3HPM0	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;
A0A1C3HPP9	Streptophyta	Eukaryota	Magnoliopsida	chloroplast [GO:0009507]; magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]; photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	photorespiration [GO:0009853]; reductive pentose-phosphate cycle [GO:0019253]	magnesium ion binding [GO:0000287]; monooxygenase activity [GO:0004497]; ribulose-bisphosphate carboxylase activity [GO:0016984]	chloroplast [GO:0009507]	GO:0000287; GO:0004497; GO:0009507; GO:0009853; GO:0016984; GO:0019253	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (Fragment)	RuBisCO large chain family, Type I subfamily	None	3.20.20.110;3.30.70.150;	None	None	None	PF00016;PF02788;	None	SSF51649;SSF54966;
